"CR-02274","HIPOTECA ESPECIAL DE PRIMER GRADO SOBRE UN INMUEBLE"
"CR-12774","LETRA DE CAMBIO"
"CR-12775","LETRA DE CAMBIO"
"CR-12776","LETRA DE CAMBIO"
"CR-12777","LETRA DE CAMBIO"
"CR-12778","LETRA DE CAMBIO"
"CR-12779","LETRA DE CAMBIO"
"CR-12780","LETRA DE CAMBIO"
"CR-12781","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS RADIO UNIVERSIDAD"
"CR-12782","LETRA DE CAMBIO"
"CR-12783","LETRA DE CAMBIO"
"CR-12784","LETRA DE CAMBIO"
"CR-12786","LETRA DE CAMBIO"
"CR-12787","CREDITO MANCUMUNADO, LETRA DE CAMBIO"
"CR-12789","LETRA DE CAMBIO"
"CR-12790","LETRA DE CAMBIO"
"CR-12791","LETRA DE CAMBIO"
"CR-12792","LETRA DE CAMBIO"
"CR-12793","LETRA DE CAMBIO"
"CR-12794","LETRA DE CAMBIO"
"CR-12795","LETRA DE CAMBIO"
"CR-12796","LETRA DE CAMBIO"
"CR-12797","LETRA DE CAMBIO"
"CR-12798","LETRA DE CAMBIO"
"CR-12799","LETRA DE CAMBIO"
"CR-12800","LETRA DE CAMBIO"
"CR-12801","LETRA DE CAMBIO"
"CR-12802","LETRA DE CAMBIO"
"CR-12803","LETRA DE CAMBIO"
"CR-12804","LETRA DE CAMBIO"
"CR-12805","LETRA DE GARANTIA"
"CR-12806","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12807","LETRA DE CAMBIO"
"CR-12808","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12809","LETRA DE CAMBIO"
"CR-12810","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12811","LETRA DE CAMBIO"
"CR-12812","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12813","LETRA DE CAMBIO"
"CR-12814","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-12815","LETRA DE CAMBIO"
"CR-12816","LETRA DE CAMBIO"
"CR-12817","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-12818","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12819","FIANZA SOLIDARIA OTORGADA A LA LINEA DE TAXIS LAS PALMAS"
"CR-12820","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PÀLMAS"
"CR-12821","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-12822","FIANZA SOLIDARIA OTORGADO A LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12825","RESERVA DE DOMINIO"
"CR-12830","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-12831","HIPOTECA DE PRIMER GRADO"
"CR-12837","HIPOTECA DE PRIMER GRADO"
"CR-12838","LETRA DE CAMBIO"
"CR-12839","HIPOTECA DE PRIMER GRADO"
"CR-12842","FIANZA PERSONAL"
"CR-12843","GARANTIA REAL"
"CR-12845","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12846","LETRA DE CAMBIO"
"CR-12848","LETRA DE CAMBIO"
"CR-12849","LETRA DE CAMBIO"
"CR-12850","LETRA DE CAMBIO"
"CR-12851","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS SEMOVIENTES"
"CR-12852","LETRA DE CAMBIO"
"CR-12853","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE SEMOVIENTES"
"CR-12854","LETRA DE CAMBIO"
"CR-12855","LETRA DE CAMBIO"
"CR-12856","LETRA DE CAMBIO"
"CR-12857","LETRA DE CAMBIO"
"CR-12858","LETRA DE CAMBIO"
"CR-12859","LETRA DE CAMBIO"
"CR-12860","LETRA DE CAMBIO"
"CR-12861","LETRA DE CAMBIO"
"CR-12862","LETRA DE CAMBIO"
"CR-12863","LETRA DE CAMBIO"
"CR-12864","LETRA DE CAMBIO"
"CR-12865","LETRA DE CAMBIO"
"CR-12866","LETRA DE CAMBIO"
"CR-12867","LETRA DE CAMBIO"
"CR-12868","LETRA DE CAMBIO"
"CR-12869","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. CIVIL UNIVERSIDAD"
"CR-12870","LETRA DE CAMBIO"
"CR-12871","LETRA DE CAMBIO"
"CR-12872","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL DE AUTOS LIBRES LLANO ALTO"
"CR-12873","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12874","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12877","LETRA DE CAMBIO"
"CR-12878","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-12879","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12880","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12881","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12882","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12883","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12884","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12885","HIPOTECA DE PRIMER GRADO"
"CR-12886","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE"
"CR-12887","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12888","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12889","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12890","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12891","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12895","FIANZA SOLIDARIA OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12896","FIANZA SOLIDARIA OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12897","FIANZA SOLIDARIA OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12898","HIPOTECA DE PRIMER GRADO"
"CR-12900","HIPOTECA DE PRIMER GRADO"
"CR-12901","HIPOTECA DE PRIMER GRADO"
"CR-12902","FIANZA SOLIDARIA OTORGADA POR LA LINEA TAXI COOP. EL VATICANO 123 R.L."
"CR-12903","FIANZA SOLIDARIA OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12904","FIANZA SOLIDARIA OTORGADA POR LOS INTEGRANTES DE LA COOPERATIVA"
"CR-12905","HIPOTECA DE PRIMR GRADO"
"CR-12906","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXI ASOC. CIVIL LA HORMIGUITA"
"CR-12907","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL RADIO TAXI UNIVERSIDAD"
"CR-12908","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. CORONEL FRANCISCO ARAMENDI"
"CR-12909","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-12910","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. DE CONDUCTORES ANDRES ELOY BLANCO"
"CR-12911","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL FUNSALUD"
"CR-12912","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12913","LETRA DE CAMBIO"
"CR-12914","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE UN LOTE DE TERRENO"
"CR-12916","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12917","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-12920","HIPOTECA SOBRE UN INMUEBLE"
"CR-12928","LETRA DE CAMBIO"
"CR-12929","LETRA DE CAMBIO"
"CR-12936","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE SEMOVIENTES"
"CR-12937","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA PRODUCCION"
"CR-12939","LETRA DE CAMBIO"
"CR-12940","LETRA DE CAMBIO"
"CR-12941","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS SEMOVIENTES"
"CR-12942","LETRA DE CAMBIO"
"CR-13010","FIANZA SOLIDARIA"
"CR-13026","HIPOTECA DE PRIMER GRADO"
"CR-13027","HIPOTECA DE PRIMER GRADO"
"CR-13028","HIPOTECA DE PRIMER GRADO"
"CR-13029","HIPOTECA DE PRIMER GRADO"
"CR-13030","HIPOTECA DE PRIMER GRADO"
"CR-13034","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS SEMOVIENTES"
"CR-13035","FIANZA SOLIDARIA"
"CR-13036","HIPOTECA DE PRIMER GRADO"
"CR-13043","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13044","LETRA DE CAMBIO"
"CR-13045","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13046","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13047","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13048","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13049","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13061","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13068","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS BARINAS 2021"
"CR-13077","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13078","FIANZA SOLIDARIA OTORGADA A LA LIENA DE TAXIS ASOC. CIVIL LINEA UNION PAEZ"
"CR-13079","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. LOS BOLIVAR"
"CR-13080","HIPOTECA DE PRIMER GRADO"
"CR-13083","LETRA DE CAMBIO"
"CR-13084","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA."
"CR-13085","PRENDA SIN DESPLAZAMIENTO  SOBRE LA COSECHA"
"CR-13086","LETRA DE CAMBIO"
"CR-13087","LETRA DE CAMBIO"
"CR-13088","LETRA DE CAMBIO"
"CR-13089","LETRA DE CAMBIO"
"CR-13090","LETRA DE CAMBIO"
"CR-13091","LETRA DE CAMBIO"
"CR-13092","LETRA DE CAMBIO"
"CR-13093","LETRA DE CAMBIO"
"CR-13094","LETRA DE CAMBIO"
"CR-13095","LETRA DE CAMBIO"
"CR-13096","LETRA DE CAMBIO"
"CR-13097","LETRA DE CAMBIO"
"CR-13098","LETRA DE CAMBIO"
"CR-13099","LETRA DE CAMBIO"
"CR-13100","LETRA DE CAMBIO"
"CR-13101","LETRA DE CAMBIO"
"CR-13102","LETRA DE CAMBIO"
"CR-13103","LETRA DE CAMBIO"
"CR-13104","LETRA DE CAMBIO"
"CR-13105","LETRA DE CAMBIO"
"CR-13106","LETRA DE CAMBIO"
"CR-13107","LETRA DE CAMBIO"
"CR-13108","LETRA DE CAMBIO"
"CR-13109","LETRA DE CAMBIO"
"CR-13110","LETRA DE CAMBIO"
"CR-13111","LETRA DE CAMBIO"
"CR-13112","LETRA DE CAMBIO"
"CR-13113","LETRA DE CAMBIO"
"CR-13114","LETRA DE CAMBIO"
"CR-13115","LETRA DE CAMBIO"
"CR-13116","LETRA DE CAMBIO"
"CR-13117","LETRA DE CAMBIO"
"CR-13118","LETRA DE CAMBIO"
"CR-13119","LETRA DE CAMBIO"
"CR-13120","LETRA DE CAMBIO"
"CR-13121","LETRA DE CAMBIO"
"CR-13122","LETRA DE CAMBIO"
"CR-13123","LETRA DE CAMBIO"
"CR-13124","LETRA DE CAMBIO"
"CR-13125","LETRA DE CAMBIO"
"CR-13126","LETRA DE CAMBIO"
"CR-13127","LETRA DE CAMBIO"
"CR-13128","LETRA DE CAMBIO"
"CR-13129","LETRA DE CAMBIO"
"CR-13130","LETRA DE CAMBIO"
"CR-13131","LETRA DE CAMBIO"
"CR-13132","LETRA DE CAMBIO"
"CR-13133","LETRA DE CAMBIO"
"CR-13134","LETRA DE CAMBIO"
"CR-13135","LETRA DE CAMBIO"
"CR-13136","LETRA DE CAMBIO"
"CR-13137","LETRA DE CAMBIO"
"CR-13138","LETRA DE CAMBIO"
"CR-13139","LETRA DE CAMBIO"
"CR-13140","LETRA DE CAMBIO"
"CR-13141","LETRA DE CAMBIO"
"CR-13142","LETRA DE CAMBIO"
"CR-13143","LETRA DE CAMBIO"
"CR-13144","LETRA DE CAMBIO"
"CR-13145","LETRA DE CAMBIO"
"CR-13146","LETRA DE CAMBIO"
"CR-13147","LETRA DE CAMBIO"
"CR-13148","LETRA DE CAMBIO"
"CR-13149","LETRA DE CAMBIO"
"CR-13150","LETRA DE CAMBIO"
"CR-13151","LETRA DE CAMBIO"
"CR-13152","HIPOTECA 1ER GRADO  SOBRE INMUEBLE CASA."
"CR-13153","LETRA DE CAMBIO"
"CR-13154","LETRA DE CAMBIO"
"CR-13155","LETRA DE CAMBIO"
"CR-13156","LETRA DE CAMBIO"
"CR-13157","LETRA DE CAMBIO"
"CR-13158","LETRA DE CAMBIO"
"CR-13159","LETRA DE CAMBIO"
"CR-13160","LETRA DE CAMBIO"
"CR-13161","LETRA DE CAMBIO"
"CR-13162","LETRA DE CAMBIO"
"CR-13163","HIPOTECA PRIMER GRADO SOBRE UN TERRENO DE MAGALY DEL CARMEN DELGADO DE PEREZ C.I 8.722.265"
"CR-13164","LETRA DE CAMBIO"
"CR-13165","LETRA DE CAMBIO"
"CR-13166","LETRA DE CAMBIO"
"CR-13167","LETRA DE CAMBIO"
"CR-13168","LETRA DE CAMBIO"
"CR-13169","LETRA DE CAMBIO"
"CR-13170","LETRA DE CAMBIO"
"CR-13171","LETRA DE CAMBIO"
"CR-13172","LETRA DE CAMBIO"
"CR-13173","LETRA DE CAMBIO"
"CR-13174","LETRA DE CAMBIO"
"CR-13175","PRENDA SIN DESPLAZAMIENTO DE POSECION SOBRE SEMOVIENTES"
"CR-13176","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13177","LETRA DE CAMBIO"
"CR-13178","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13179","AJUSTADO A LA LEY DE MICROFINANZAS (LETRA DE CAMBIO)"
"CR-13180","LETRA DE CAMBIO"
"CR-13181","LETRA DE CAMBIO"
"CR-13182","LETRA DE CAMBIO"
"CR-13183","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13184","LETRA DE CAMBIO"
"CR-13185","LETRA DE CAMBIO"
"CR-13186","LETRA DE CAMBIO"
"CR-13187","LETRA DE CAMBIO"
"CR-13188","LETRA DE CAMBIO"
"CR-13189","LETRA DE CAMBIO"
"CR-13190","LETRA DE CAMBIO"
"CR-13191","HIPOTECA INMOBILIARIA"
"CR-13192","HIPOTECA DE PRIMER GRADO SOBRE UNA CASA."
"CR-13193","FIANZA SOLIDARIA."
"CR-13194","FIANZA SOLIDARIA."
"CR-13196","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES (CERDOS)"
"CR-13197","LETRA DE CAMBIO"
"CR-13198","LETRA DE CAMBIO"
"CR-13199","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13203","FIANZA SOLIDARIA"
"CR-13204","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13205","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. DE TAXIS LOS AGUIN R.L."
"CR-13206","LETRA DE CAMBIO"
"CR-13209","LETRA DE CAMBIO"
"CR-13210","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13211","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. LA FE R.L."
"CR-13212","HIPOTECA DE PRIMER GRADO"
"CR-13213","HIPOTECA DE PRIMER GRADO"
"CR-13214","HIPOTECA DE PRIMER GRADO"
"CR-13215","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LOS AGUIN R.L."
"CR-13216","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CCOP. DE TRANSP. LOS AMIGOS 13"
"CR-13218","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE ASOC. CIVIL LOS CENTAUROS"
"CR-13219","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS LAS PALMAS"
"CR-13220","FIANZA SOLIDARIA OTORGADA POR LA ASOC. CIVIL CIUDAD MARQUESA"
"CR-13221","FIANZA SOLIDARIA OTORGADA POR LA ASOC. COOP. DE TAXIS RAUL LEONI"
"CR-13222","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URBANO UNION DE CONDUCTORES JUAN PABLO II"
"CR-13223","HIPOTECA DE PRIMER GRADO"
"CR-13224","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URBANO UNION DE CONDUCTORES JUAN PABLO II"
"CR-13225","HIPOTECA DE PRIMER GRADO"
"CR-13226","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSP. URBANO LINEA CIUDAD MARQUESA"
"CR-13227","HIPOTECA DE PRIMER GRADO"
"CR-13228","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. LOS BOLIVAR"
"CR-13229","HIPOTECA DE PRIMER GRADO"
"CR-13230","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. EL VATICANO 123 R.L."
"CR-13231","RESERVA DE DOMINIO SOBRE UNIDAD DE TRANSPORTE"
"CR-13232","HIPOTECA DE SEGUNDO GRADO"
"CR-13233","HIPOTECA DE PRIMER GRADO"
"CR-13234","HIPOTECA DE PRIMER GRADO"
"CR-13235","HIPOTECA DE PRIMER GRADO"
"CR-13236","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13237","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. DE TAXI FLORENTINO TULIPAN"
"CR-13238","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13239","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. PATRIA LIBRE R.L."
"CR-13240","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE (TAXI)"
"CR-13241","HIPOTECA DE PRIMER GRADO"
"CR-13242","HIPOTECA DE PRIMER GRADO"
"CR-13243","HIPOTECA DE PRIMER GRADO"
"CR-13244","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE (TAXI)"
"CR-13245","HIPOTECA DE PRIMER GRADO"
"CR-13246","HIPOTECA DE PRIMER GRADO"
"CR-13247","HIPOTECA DE PRIMER GRADO"
"CR-13248","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL FUNSALUD"
"CR-13249","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL LAS PALMAS"
"CR-13250","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. DE TAXI FLORENTINO TULIPAN R.L."
"CR-13252","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. COOP. DE TRANSPORTE LOS AMIGOS 13 R.L."
"CR-13253","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSPORTE URBANO COOP. EL PILAR"
"CR-13254","RESERVA DE DOMINIO SOBRE LA UNIDAD DE TRANSPORTE (TAXI)"
"CR-13255","HIPOTECA DE PRIMER GRADO"
"CR-13256","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TRANSP. URB. COOP. EL PILAR"
"CR-13257","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL DE AUTOS LA CANDELARIA"
"CR-13258","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS ASOC. CIVIL DE CONDUCTORES DE AUTOS LIBRES LA HORMIGUITA"
"CR-13259","FIANZA SOLIDARIA OTORGADA POR LA LINEA DE TAXIS COOP. LOS BOLIVAR"
"CR-13260","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13261","LETRA DE CAMBIO"
"CR-13262","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13263","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS SEMOVIENTES"
"CR-13264","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13265","LETRA DE CAMBIO"
"CR-13266","LETRA DE CAMBIO"
"CR-13267","LETRA DE CAMBIO"
"CR-13268","PRENDA SIN DESPLAZAMIENTO DE POSESION CON EL HIERRO QUEMADOR PROPIEDAD DE FONCREB"
"CR-13269","LETRA DE CAMBIO"
"CR-13270","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13271","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13273","LETRA DE CAMBIO"
"CR-13274","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13275","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13277","LETRA DE CAMBIO"
"CR-13279","LETRA DE CAMBIO"
"CR-13295","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOOS ANIMALES"
"CR-13302","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13305","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13307","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13323",
"CR-13325","PRENDA SIN DESPLAZAMIENTO SOBRE LA COSECHA"
"CR-13326","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13328","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13329","LETRA DE CAMBIO"
"CR-13330","PRENDA SIN DESPLAZAMIENTO DE POSESION DE TODOS LOS BIENES MUEBLES"
"CR-13332","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13333","HIPOTECA MOBILIARIA"
"CR-13336","HIPOTECA MOBILIARIA SOBRE EL VEHICULO"
"CR-13337","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13338","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13339","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13340","FIANZA SOLIDARIA"
"CR-13341",
"CR-13422","FIANZA SOLIDARIA OTORGADA POR LALINEA DE TAXIS ASOC. COOP. DE TAXI DIA DE LA RAZA"
"CR-13453","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13454","FIANZA SOLIDARIA"
"CR-13457","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13458","FIANZA SOLIDARIA"
"CR-13462","HIPOTECA DE PRIMER GRADO"
"CR-13466","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13467","HIPOTECA DE PRIMER GRADO"
"CR-13470","HIPOTECA DE PRIMER GRADO"
"CR-13471","HIPOTECA DE PRIMER GRADO"
"CR-13472","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LOS ANIMALES"
"CR-13477","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13478","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13479","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13481","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13484","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13485","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13494","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13495","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13496","PRENDA SIN DESPLAZAMIENTO DE POSESION SOBRE LA COSECHA"
"CR-13497","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13499","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13500","RESERVA DE DOMINIO SOBRE EL VEHICULO"
"CR-13508","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13509","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13510","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13511","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13512","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13514","HIPOTECA DE PRIMER GRADO"
"CR-13515","PRENDA SIN DESPLAZAMIENTO DE POSESION"
"CR-13525","HIPOTECA DE PRIMER GRADO"
